method,family,distance,grid_size,bits,quantization,weighting,search_radius_px,bytes_per_patch,compression_ratio,recall_0_5px,recall_1px,recall_2px,recall_5px,recall_at_1_0_5px,recall_at_1_1px,recall_at_1_5px,top1_matching_success_2px,recall_at_1_2px,integer_recall_1px,integer_recall_2px,recall_at_5_0_5px,recall_at_5_1px,recall_at_5_2px,recall_at_5_5px,rmse_px,median_error_px,p95_error_px,catastrophic_failure_rate_gt5px,catastrophic_failure_rate_gt10px,evaluated_pairs,failed_pairs
scharr_mag_g16_b2_percentile_uniform_hamming_r64,scharr_mag,hamming,16,2,percentile,uniform,64,64.0,1024.0,0.1695364238410596,0.4728476821192053,0.8026490066225166,0.9708609271523179,0.1695364238410596,0.4728476821192053,0.9708609271523179,0.8026490066225166,0.8026490066225166,0.37748344370860926,0.7496688741721854,0.20927152317880796,0.6052980132450331,0.9430463576158941,0.990728476821192,3.9279690808394556,1.0530214403761204,3.704019106649065,0.02913907284768212,0.007947019867549669,755,0
rank_transform_g16_b2_percentile_uniform_hamming_r64,rank_transform,hamming,16,2,percentile,uniform,64,64.0,1024.0,0.5139072847682119,0.6913907284768211,0.7867549668874172,0.8397350993377484,0.5139072847682119,0.6913907284768211,0.8397350993377484,0.7867549668874172,0.7867549668874172,0.6370860927152318,0.7801324503311259,0.5364238410596026,0.7642384105960265,0.871523178807947,0.909933774834437,19.528380666759674,0.4782025195363946,59.95177905620759,0.16026490066225166,0.12847682119205298,755,0
lbp_g16_b2_percentile_uniform_hamming_r64,lbp,hamming,16,2,percentile,uniform,64,64.0,1024.0,0.2503311258278146,0.5152317880794702,0.7298013245033113,0.9218543046357616,0.2503311258278146,0.5152317880794702,0.9218543046357616,0.7298013245033113,0.7298013245033113,0.423841059602649,0.6993377483443709,0.29668874172185433,0.6384105960264901,0.8900662251655629,0.9695364238410596,10.030117003119324,0.958532955213474,10.985968702216447,0.0781456953642384,0.052980132450331126,755,0
census3_g8_b1_median_uniform_hamming_r64,census3,hamming,8,1,median,uniform,64,64.0,1024.0,0.12317880794701987,0.352317880794702,0.6172185430463576,0.8490066225165563,0.12317880794701987,0.352317880794702,0.8490066225165563,0.6172185430463576,0.6172185430463576,0.26887417218543047,0.5655629139072847,0.1814569536423841,0.5311258278145695,0.8503311258278146,0.9403973509933775,13.18991834954173,1.5244485713563405,18.10792941985656,0.1509933774834437,0.0781456953642384,755,0
haar_sign_g32_b1_median_uniform_hamming_r64,haar_sign,hamming,32,1,median,uniform,64,96.0,682.6666666666666,0.7907284768211921,0.9629139072847682,0.9880794701986755,0.9920529801324504,0.7907284768211921,0.9629139072847682,0.9920529801324504,0.9880794701986755,0.9880794701986755,0.9152317880794701,0.9854304635761589,0.7933774834437086,0.9695364238410596,0.9960264900662251,0.9960264900662251,5.079828118772528,0.2520620656542021,0.938865951616101,0.007947019867549669,0.006622516556291391,755,0
sobel_orientation_g16_b3_uniform_uniform_hamming_r64,sobel_orientation,hamming,16,3,uniform,uniform,64,96.0,682.6666666666666,0.33245033112582784,0.6794701986754967,0.8860927152317881,0.9920529801324504,0.33245033112582784,0.6794701986754967,0.9920529801324504,0.8860927152317881,0.8860927152317881,0.5483443708609271,0.8596026490066225,0.3509933774834437,0.7549668874172185,0.9894039735099338,0.9986754966887417,2.6787198975846263,0.7429341238909908,2.9280285404303648,0.007947019867549669,0.0013245033112582781,755,0
dct_sign_g32_b1_median_uniform_hamming_r64,dct_sign,hamming,32,1,median,uniform,64,128.0,512.0,0.752317880794702,0.9682119205298013,0.9986754966887417,1.0,0.752317880794702,0.9682119205298013,1.0,0.9986754966887417,0.9986754966887417,0.9019867549668874,0.9947019867549669,0.7549668874172185,0.9735099337748344,1.0,1.0,0.47137437445863634,0.2901700194108166,0.8831740099266909,0.0,0.0,755,0
census_sparse_g16_b1_median_uniform_hamming_r64,census_sparse,hamming,16,1,median,uniform,64,128.0,512.0,0.5668874172185431,0.8622516556291391,0.9615894039735099,0.9841059602649007,0.5668874172185431,0.8622516556291391,0.9841059602649007,0.9615894039735099,0.9615894039735099,0.7549668874172185,0.9496688741721855,0.5708609271523178,0.8834437086092716,0.9814569536423841,0.9867549668874173,7.172785211951884,0.4224160798961869,1.6967647661135685,0.015894039735099338,0.01456953642384106,755,0
edge_occupancy_g32_b1_median_uniform_hamming_r64,edge_occupancy,hamming,32,1,median,uniform,64,128.0,512.0,0.6913907284768211,0.8927152317880794,0.9602649006622517,0.9894039735099338,0.6913907284768211,0.8927152317880794,0.9894039735099338,0.9602649006622517,0.9602649006622517,0.833112582781457,0.9536423841059603,0.7059602649006622,0.9324503311258279,0.9933774834437086,0.9973509933774835,3.517186873698553,0.2931926147810774,1.8194300398909278,0.010596026490066225,0.006622516556291391,755,0
mag_orientation_g16_b2_percentile_uniform_hamming_r64,mag_orientation,hamming,16,2,percentile,uniform,64,128.0,512.0,0.34701986754966885,0.7298013245033113,0.9298013245033112,0.9973509933774835,0.34701986754966885,0.7298013245033113,0.9973509933774835,0.9298013245033112,0.9298013245033112,0.5827814569536424,0.9006622516556292,0.36688741721854307,0.7960264900662252,0.990728476821192,1.0,1.1552536867319108,0.7066766826933337,2.2130928946060417,0.0026490066225165563,0.0,755,0
census_multiscale_g8_b1_median_uniform_hamming_r64,census_multiscale,hamming,8,1,median,uniform,64,128.0,512.0,0.2582781456953642,0.5933774834437087,0.8211920529801324,0.9417218543046357,0.2582781456953642,0.5933774834437087,0.9417218543046357,0.8211920529801324,0.8211920529801324,0.4688741721854305,0.7867549668874172,0.2860927152317881,0.6993377483443709,0.9337748344370861,0.9708609271523179,8.341406333021139,0.8629143909954379,5.933836184136414,0.05827814569536424,0.033112582781456956,755,0
sobel_mag_g16_b4_percentile_uniform_hamming_r64,sobel_mag,hamming,16,4,percentile,uniform,64,128.0,512.0,0.11390728476821192,0.3456953642384106,0.6741721854304635,0.9483443708609272,0.11390728476821192,0.3456953642384106,0.9483443708609272,0.6741721854304635,0.6741721854304635,0.2860927152317881,0.6384105960264901,0.15496688741721854,0.48874172185430464,0.9059602649006623,0.990728476821192,4.808152214285977,1.3286395521354857,5.012800175129826,0.051655629139072845,0.013245033112582781,755,0
scharr_mag_g16_b4_percentile_uniform_hamming_r64,scharr_mag,hamming,16,4,percentile,uniform,64,128.0,512.0,0.1271523178807947,0.36821192052980134,0.671523178807947,0.9470198675496688,0.1271523178807947,0.36821192052980134,0.9470198675496688,0.671523178807947,0.671523178807947,0.31788079470198677,0.6370860927152318,0.17218543046357615,0.5125827814569537,0.895364238410596,0.9880794701986755,5.648333613805962,1.3037956944435047,5.090628982469122,0.052980132450331126,0.009271523178807948,755,0
lbp_g16_b4_percentile_uniform_hamming_r64,lbp,hamming,16,4,percentile,uniform,64,128.0,512.0,0.1576158940397351,0.37748344370860926,0.6410596026490066,0.8847682119205298,0.1576158940397351,0.37748344370860926,0.8847682119205298,0.6410596026490066,0.6410596026490066,0.30596026490066225,0.6013245033112583,0.22251655629139072,0.5178807947019868,0.8688741721854305,0.9708609271523179,12.3019808103359,1.2893554790225177,15.19226327119174,0.1152317880794702,0.06225165562913907,755,0
census5_g8_b1_median_uniform_hamming_r64,census5,hamming,8,1,median,uniform,64,192.0,341.3333333333333,0.30066225165562915,0.5986754966887418,0.8105960264900662,0.9364238410596026,0.30066225165562915,0.5986754966887418,0.9364238410596026,0.8105960264900662,0.8105960264900662,0.5059602649006623,0.7880794701986755,0.32847682119205296,0.6980132450331126,0.9205298013245033,0.9655629139072848,9.147311308050659,0.8016723820665819,8.265136844668028,0.06357615894039735,0.04105960264900662,755,0
sobel_mag_g32_b2_percentile_uniform_hamming_r64,sobel_mag,hamming,32,2,percentile,uniform,64,256.0,256.0,0.7218543046357616,0.9245033112582781,0.990728476821192,1.0,0.7218543046357616,0.9245033112582781,1.0,0.990728476821192,0.990728476821192,0.8701986754966887,0.9880794701986755,0.7218543046357616,0.9417218543046357,1.0,1.0,0.5539640449074382,0.2743726195923462,1.1718708933832536,0.0,0.0,755,0
census3_g16_b1_median_uniform_hamming_r64,census3,hamming,16,1,median,uniform,64,256.0,256.0,0.7245033112582782,0.9218543046357616,0.9642384105960264,0.9774834437086093,0.7245033112582782,0.9218543046357616,0.9774834437086093,0.9642384105960264,0.9642384105960264,0.8609271523178808,0.9589403973509933,0.7271523178807947,0.9430463576158941,0.9841059602649007,0.9880794701986755,8.077446385988559,0.2806909873469303,1.3937302546544337,0.022516556291390728,0.02119205298013245,755,0
